project_id,project_name,ministry,sector,state,implementing_agency,original_cost,revised_cost,cumulative_expenditure,planned_duration_months,elapsed_months,expected_delay_months,physical_progress,expected_progress,financial_progress,previous_physical_progress,progress_change,previous_expenditure,expenditure_change,total_milestones,completed_milestones,delayed_milestones,progress_gap,cost_overrun_percent,time_overrun_percent,cost_overrun,time_overrun,risk_score,risk_level
PRJ-00428,Infrastructure Project 00428,Ministry of Road Transport,Transport & Logistics,Madhya Pradesh,Public Sector Undertaking,38777.94,49067.99,3650.52,32,36,5.07,96.06,100.0,10.0,91.87,4.19,3625.82,24.7,15,15,0,3.94,26.54,15.86,1,1,34.7,Low
PRJ-00429,Infrastructure Project 00429,Ministry of Power,Mining,Madhya Pradesh,Public Sector Undertaking,23571.79,28543.48,23803.31,119,117,10.36,100.0,98.32,84.01,93.02,6.98,22771.66,1031.65,22,9,0,-1.68,21.09,8.7,1,0,25.66,Low
PRJ-00430,Infrastructure Project 00430,Ministry of Housing,Mining,Telangana,State Government Agency,19003.09,20529.17,5810.47,40,47,1.68,100.0,100.0,40.84,96.31,3.69,5526.44,284.04,17,17,0,0.0,8.03,4.2,0,0,19.55,Low
PRJ-00431,Infrastructure Project 00431,Ministry of Railways,Mining,Andhra Pradesh,Public Sector Undertaking,32248.11,33528.09,27450.23,61,13,9.67,4.64,21.31,86.26,0.22,4.42,24728.65,2721.58,28,13,3,16.67,3.97,15.85,0,1,19.49,Low
PRJ-00432,Infrastructure Project 00432,Ministry of Road Transport,Communication,Karnataka,Public Sector Undertaking,46947.19,62139.09,23979.24,85,4,22.22,10.07,4.71,38.3,2.61,7.46,21803.31,2175.94,16,3,1,-5.37,32.36,26.15,1,1,35.18,Medium
PRJ-00433,Infrastructure Project 00433,Ministry of Housing,Mining,Gujarat,Central Government Agency,45462.7,58591.51,42956.88,95,67,7.59,61.74,70.53,80.17,57.37,4.37,39153.18,3803.7,18,10,1,8.79,28.88,7.99,1,0,34.65,Low
PRJ-00434,Infrastructure Project 00434,Ministry of Steel,Water & Sanitation,Uttar Pradesh,Central Government Agency,9695.95,11485.23,2658.93,64,3,5.65,5.07,4.69,28.09,4.06,1.01,2309.86,349.07,28,0,2,-0.38,18.45,8.84,1,0,19.69,Low
PRJ-00435,Infrastructure Project 00435,Ministry of Power,Water & Sanitation,Andhra Pradesh,Infrastructure Development Authority,8224.06,9496.25,6523.44,74,34,0.0,53.01,45.95,57.01,50.68,2.33,5718.38,805.06,7,5,2,-7.07,15.47,0.0,1,0,20.45,Low
PRJ-00436,Infrastructure Project 00436,Ministry of Jal Shakti,Social Infrastructure,Maharashtra,State Government Agency,26113.31,27225.55,6229.81,90,44,0.0,52.04,48.89,21.69,45.32,6.73,5749.96,479.85,24,20,0,-3.16,4.26,0.0,0,0,8.18,Low
PRJ-00437,Infrastructure Project 00437,Ministry of Railways,Steel,Bihar,Infrastructure Development Authority,24536.45,25685.14,6391.2,52,49,4.09,97.95,94.23,20.44,91.78,6.18,5974.5,416.7,10,8,0,-3.72,4.68,7.87,0,0,8.34,Low
PRJ-00438,Infrastructure Project 00438,Ministry of Road Transport,Mining,Odisha,Central Government Agency,38301.82,40232.04,23816.3,30,18,8.88,49.21,60.0,58.44,41.67,7.54,21238.74,2577.56,13,3,2,10.79,5.04,29.59,0,1,26.33,Low
PRJ-00439,Infrastructure Project 00439,Ministry of Coal,Coal,Odisha,Public Sector Undertaking,36655.19,43817.21,21429.83,105,35,13.92,27.09,33.33,48.72,20.32,6.77,19805.99,1623.84,29,2,1,6.24,19.54,13.26,1,1,16.25,Low
PRJ-00440,Infrastructure Project 00440,Ministry of Railways,Coal,Tamil Nadu,Infrastructure Development Authority,36629.04,42476.98,14623.88,75,26,12.02,18.5,34.67,30.48,10.68,7.82,12773.4,1850.48,24,17,2,16.17,15.97,16.02,1,1,32.58,Low
PRJ-00441,Infrastructure Project 00441,Ministry of Power,Energy,Bihar,State Government Agency,17132.24,19649.23,12333.39,83,72,6.47,68.24,86.75,61.0,65.07,3.17,11581.13,752.26,8,3,4,18.51,14.69,7.79,1,0,39.3,Medium
PRJ-00442,Infrastructure Project 00442,Ministry of Jal Shakti,Mining,Madhya Pradesh,Infrastructure Development Authority,41137.23,46032.12,29369.35,65,29,9.7,31.82,44.62,66.52,29.86,1.96,26659.02,2710.33,25,18,0,12.79,11.9,14.92,1,1,26.43,Low
PRJ-00443,Infrastructure Project 00443,Ministry of Road Transport,Water & Sanitation,Bihar,Public Sector Undertaking,43164.53,47088.25,3464.8,50,11,0.42,31.23,22.0,4.61,26.59,4.64,3090.76,374.04,11,9,2,-9.23,9.09,0.84,0,0,15.2,Low
PRJ-00444,Infrastructure Project 00444,Ministry of Housing,Social Infrastructure,Gujarat,Public Sector Undertaking,14425.35,15458.73,3003.4,26,30,0.0,100.0,100.0,18.18,99.53,0.47,2865.84,137.55,27,24,0,0.0,7.16,0.0,0,0,10.69,Low
PRJ-00445,Infrastructure Project 00445,Ministry of Steel,Transport & Logistics,Tamil Nadu,Central Government Agency,13330.55,15499.0,5755.13,53,27,0.42,58.27,50.94,38.85,55.44,2.83,5183.94,571.18,20,1,0,-7.33,16.27,0.8,1,0,12.51,Low
PRJ-00446,Infrastructure Project 00446,Ministry of Coal,Water & Sanitation,Uttar Pradesh,Central Government Agency,34867.42,39896.55,4213.36,107,15,1.26,22.84,14.02,12.26,20.79,2.05,3973.07,240.28,24,15,2,-8.82,14.42,1.18,1,0,15.02,Low
PRJ-00447,Infrastructure Project 00447,Ministry of Railways,Social Infrastructure,Odisha,State Government Agency,17184.34,19156.45,14892.46,46,18,11.25,30.68,39.13,86.39,27.51,3.17,14718.57,173.88,5,5,0,8.45,11.48,24.45,1,1,29.7,Low
PRJ-00448,Infrastructure Project 00448,Ministry of Railways,Coal,Telangana,Central Government Agency,33599.12,35944.6,16268.93,43,26,0.0,64.7,60.47,48.05,62.99,1.72,15008.09,1260.84,9,5,0,-4.24,6.98,0.0,0,0,7.2,Low
PRJ-00449,Infrastructure Project 00449,Ministry of Railways,Social Infrastructure,Telangana,State Government Agency,18991.72,19486.71,9463.23,100,50,4.39,44.09,50.0,57.48,39.85,4.24,8901.84,561.39,21,19,0,5.91,2.61,4.39,0,0,9.21,Low
PRJ-00450,Infrastructure Project 00450,Ministry of Power,Communication,Madhya Pradesh,State Government Agency,46964.57,48047.62,40412.88,80,36,8.25,37.65,45.0,90.41,37.38,0.27,36817.21,3595.67,20,10,0,7.35,2.31,10.31,0,1,14.57,Low
PRJ-00451,Infrastructure Project 00451,Ministry of Communications,Communication,Karnataka,Public Sector Undertaking,39359.2,40203.83,24651.13,114,20,6.3,12.86,17.54,65.02,6.2,6.66,24383.89,267.24,9,9,1,4.68,2.15,5.53,0,0,20.07,Low
PRJ-00452,Infrastructure Project 00452,Ministry of Railways,Coal,Telangana,Infrastructure Development Authority,19051.17,27999.6,10408.15,34,4,8.79,0.0,11.76,28.63,0.0,0.0,10168.63,239.52,26,9,2,11.76,46.97,25.84,1,1,42.26,Medium
PRJ-00453,Infrastructure Project 00453,Ministry of Jal Shakti,Energy,Madhya Pradesh,Public Sector Undertaking,25610.36,29126.43,18393.07,110,112,15.44,100.0,100.0,51.96,93.38,6.62,18330.71,62.36,28,1,0,0.0,13.73,14.04,1,1,16.96,Low
PRJ-00454,Infrastructure Project 00454,Ministry of Road Transport,Water & Sanitation,Rajasthan,Central Government Agency,42980.57,43701.01,26880.27,85,40,0.0,42.48,47.06,67.15,36.06,6.42,25158.06,1722.22,23,12,0,4.58,1.68,0.0,0,0,0.0,Low
PRJ-00455,Infrastructure Project 00455,Ministry of Housing,Water & Sanitation,Uttar Pradesh,Central Government Agency,47835.06,51420.73,35513.61,61,44,2.09,70.69,72.13,65.03,67.68,3.01,31932.43,3581.17,28,7,0,1.44,7.5,3.43,0,0,7.17,Low
PRJ-00456,Infrastructure Project 00456,Ministry of Jal Shakti,Coal,Gujarat,State Government Agency,29553.24,31106.13,14481.74,113,49,11.49,41.55,43.36,51.92,41.17,0.38,14005.37,476.37,25,3,0,1.81,5.25,10.17,0,1,8.38,Low
PRJ-00457,Infrastructure Project 00457,Ministry of Steel,Steel,Gujarat,Central Government Agency,25826.96,27307.27,12577.48,50,9,0.0,15.81,18.0,47.15,12.21,3.6,12038.8,538.68,17,13,0,2.19,5.73,0.0,0,0,14.89,Low
PRJ-00458,Infrastructure Project 00458,Ministry of Steel,Mining,Telangana,Central Government Agency,41803.2,45343.24,22291.39,63,70,4.38,100.0,100.0,52.66,93.6,6.4,21134.11,1157.28,12,6,0,0.0,8.47,6.95,0,0,6.87,Low
PRJ-00459,Infrastructure Project 00459,Ministry of Housing,Transport & Logistics,Odisha,Public Sector Undertaking,43273.37,44986.39,7532.58,73,8,0.0,3.95,10.96,13.13,2.65,1.3,7152.01,380.57,8,1,2,7.01,3.96,0.0,0,0,22.34,Low
PRJ-00460,Infrastructure Project 00460,Ministry of Housing,Coal,West Bengal,State Government Agency,6674.19,6953.55,2731.71,103,89,13.3,81.32,86.41,45.21,74.66,6.65,2461.53,270.19,7,3,1,5.09,4.19,12.91,0,1,4.58,Low
PRJ-00461,Infrastructure Project 00461,Ministry of Housing,Coal,Karnataka,Infrastructure Development Authority,42094.61,44010.79,10914.89,85,3,2.12,0.0,3.53,31.1,0.0,0.0,9571.55,1343.34,25,11,1,3.53,4.55,2.5,0,0,16.21,Low
PRJ-00462,Infrastructure Project 00462,Ministry of Coal,Water & Sanitation,Bihar,Infrastructure Development Authority,13463.54,17479.67,8332.84,105,42,8.39,34.16,40.0,44.56,33.39,0.76,7509.3,823.53,9,9,0,5.84,29.83,7.99,1,0,26.38,Low
PRJ-00463,Infrastructure Project 00463,Ministry of Communications,Energy,Rajasthan,Public Sector Undertaking,206.4,232.26,143.91,83,3,4.75,5.12,3.61,52.47,1.69,3.43,137.33,6.58,7,3,2,-1.51,12.53,5.72,1,0,17.0,Low
PRJ-00464,Infrastructure Project 00464,Ministry of Communications,Steel,Telangana,Central Government Agency,26749.45,33535.46,14028.18,27,17,9.74,63.8,62.96,32.38,60.88,2.92,14002.67,25.51,26,18,0,-0.83,25.37,36.09,1,1,43.07,Medium
PRJ-00465,Infrastructure Project 00465,Ministry of Communications,Coal,Karnataka,Public Sector Undertaking,30241.06,39730.1,27008.53,69,54,9.01,81.41,78.26,68.29,75.52,5.89,23611.53,3397.0,5,2,1,-3.15,31.38,13.05,1,1,33.33,Low
PRJ-00466,Infrastructure Project 00466,Ministry of Steel,Transport & Logistics,Bihar,Public Sector Undertaking,24243.08,25988.39,15135.83,113,105,1.23,85.62,92.92,44.8,79.39,6.23,13468.46,1667.37,22,12,2,7.3,7.2,1.09,0,0,14.15,Low
PRJ-00467,Infrastructure Project 00467,Ministry of Steel,Water & Sanitation,Odisha,Central Government Agency,28199.08,29391.4,6535.93,35,16,4.64,48.67,45.71,17.16,44.21,4.47,5636.57,899.36,17,8,1,-2.96,4.23,13.26,0,1,14.71,Low
PRJ-00468,Infrastructure Project 00468,Ministry of Communications,Transport & Logistics,West Bengal,Infrastructure Development Authority,162.01,188.64,151.06,45,46,0.0,98.22,100.0,83.31,97.49,0.73,140.98,10.08,25,0,0,1.78,16.44,0.0,1,0,22.18,Low
PRJ-00469,Infrastructure Project 00469,Ministry of Railways,Water & Sanitation,Odisha,Infrastructure Development Authority,44688.93,50561.41,32833.25,104,14,0.0,21.21,13.46,65.37,17.68,3.52,30309.55,2523.7,19,3,0,-7.74,13.14,0.0,1,0,0.55,Low
PRJ-00470,Infrastructure Project 00470,Ministry of Railways,Water & Sanitation,Odisha,State Government Agency,39888.18,41278.48,34349.45,105,51,3.97,49.79,48.57,86.36,48.36,1.42,32784.49,1564.96,28,27,0,-1.21,3.49,3.78,0,0,12.23,Low
PRJ-00471,Infrastructure Project 00471,Ministry of Steel,Communication,Uttar Pradesh,Central Government Agency,41605.18,45547.26,16586.8,110,21,12.75,0.0,19.09,37.18,0.0,0.0,15379.93,1206.87,26,13,4,19.09,9.47,11.59,0,1,26.24,Low
PRJ-00472,Infrastructure Project 00472,Ministry of Power,Energy,Andhra Pradesh,State Government Agency,7498.53,7997.89,1550.93,37,29,6.5,74.56,78.38,21.62,68.73,5.83,1335.08,215.84,13,3,1,3.82,6.66,17.58,0,1,23.72,Low
PRJ-00473,Infrastructure Project 00473,Ministry of Power,Water & Sanitation,Karnataka,Central Government Agency,851.87,1012.37,57.28,57,61,4.92,100.0,100.0,6.0,92.51,7.49,49.04,8.24,26,16,0,0.0,18.84,8.63,1,0,22.67,Low
PRJ-00474,Infrastructure Project 00474,Ministry of Steel,Mining,Tamil Nadu,Public Sector Undertaking,38534.12,40768.77,22362.87,66,61,1.63,84.69,92.42,60.22,83.59,1.1,21218.95,1143.92,11,4,3,7.73,5.8,2.47,0,0,2.13,Low
PRJ-00475,Infrastructure Project 00475,Ministry of Communications,Water & Sanitation,Uttar Pradesh,Public Sector Undertaking,45750.48,60690.91,25017.67,39,24,6.88,62.52,61.54,37.02,58.33,4.19,22642.14,2375.54,7,5,3,-0.98,32.66,17.65,1,1,36.92,Medium
PRJ-00476,Infrastructure Project 00476,Ministry of Communications,Transport & Logistics,Uttar Pradesh,Central Government Agency,29483.41,37877.29,23595.25,41,22,1.38,58.85,53.66,64.38,51.13,7.72,22121.98,1473.27,12,11,0,-5.19,28.47,3.37,1,0,18.71,Low
PRJ-00477,Infrastructure Project 00477,Ministry of Steel,Water & Sanitation,Karnataka,Infrastructure Development Authority,13548.75,15409.25,6718.5,75,25,0.78,34.01,33.33,39.03,32.63,1.37,6615.17,103.33,5,4,0,-0.67,13.73,1.04,1,0,12.17,Low
PRJ-00478,Infrastructure Project 00478,Ministry of Steel,Mining,Telangana,Public Sector Undertaking,674.72,694.84,103.28,27,32,3.08,100.0,100.0,18.86,96.82,3.18,93.6,9.68,28,12,0,0.0,2.98,11.39,0,1,13.39,Low
PRJ-00479,Infrastructure Project 00479,Ministry of Housing,Coal,Andhra Pradesh,Infrastructure Development Authority,26036.11,27165.37,2512.7,95,30,0.0,28.05,31.58,10.24,23.12,4.93,2333.93,178.78,20,8,0,3.53,4.34,0.0,0,0,17.64,Low
PRJ-00480,Infrastructure Project 00480,Ministry of Communications,Energy,Telangana,Central Government Agency,6411.79,6605.54,1069.67,96,79,0.0,77.71,82.29,25.82,71.89,5.82,960.67,109.0,25,6,0,4.58,3.02,0.0,0,0,4.68,Low
PRJ-00481,Infrastructure Project 00481,Ministry of Railways,Mining,Karnataka,Infrastructure Development Authority,18891.6,19381.39,3081.39,41,23,0.0,59.06,56.1,16.53,57.69,1.38,2940.21,141.17,15,6,2,-2.96,2.59,0.0,0,0,2.74,Low
PRJ-00482,Infrastructure Project 00482,Ministry of Housing,Social Infrastructure,Bihar,Public Sector Undertaking,10378.36,11662.13,3673.23,95,9,7.83,6.76,9.47,27.09,1.33,5.43,3273.72,399.52,27,19,1,2.72,12.37,8.24,1,0,18.96,Low
PRJ-00483,Infrastructure Project 00483,Ministry of Communications,Communication,Andhra Pradesh,Infrastructure Development Authority,31603.88,39190.4,13961.01,95,29,12.06,40.94,30.53,34.21,38.02,2.92,13387.82,573.19,17,17,0,-10.41,24.01,12.7,1,1,23.38,Low
PRJ-00484,Infrastructure Project 00484,Ministry of Housing,Transport & Logistics,Uttar Pradesh,State Government Agency,36350.18,39084.06,31077.21,108,99,3.92,94.33,91.67,76.83,92.17,2.17,29658.94,1418.27,27,21,0,-2.67,7.52,3.63,0,0,4.48,Low
PRJ-00485,Infrastructure Project 00485,Ministry of Road Transport,Energy,Rajasthan,Central Government Agency,41180.91,46294.38,16543.54,65,71,4.6,100.0,100.0,30.92,96.72,3.28,15613.64,929.91,24,20,0,0.0,12.42,7.08,1,0,5.61,Low
PRJ-00486,Infrastructure Project 00486,Ministry of Steel,Transport & Logistics,Maharashtra,State Government Agency,5583.65,5891.37,2756.56,29,13,7.87,31.45,44.83,45.78,23.47,7.98,2649.64,106.92,6,5,3,13.38,5.51,27.13,0,1,39.56,Medium
PRJ-00487,Infrastructure Project 00487,Ministry of Road Transport,Coal,Odisha,Infrastructure Development Authority,11899.0,13602.27,1262.78,79,42,0.0,74.21,53.16,10.43,72.18,2.03,1081.77,181.01,16,0,0,-21.04,14.31,0.0,1,0,7.59,Low
PRJ-00488,Infrastructure Project 00488,Ministry of Steel,Energy,Bihar,Public Sector Undertaking,12229.18,12874.6,6617.15,47,32,0.0,72.18,68.09,57.73,64.38,7.8,5750.17,866.99,19,5,3,-4.09,5.28,0.0,0,0,8.32,Low
PRJ-00489,Infrastructure Project 00489,Ministry of Coal,Communication,Uttar Pradesh,Public Sector Undertaking,24680.27,25438.59,7730.36,92,28,0.0,34.08,30.43,20.34,31.37,2.71,6793.35,937.01,11,5,4,-3.64,3.07,0.0,0,0,11.79,Low
PRJ-00490,Infrastructure Project 00490,Ministry of Jal Shakti,Communication,Madhya Pradesh,Central Government Agency,25235.93,28428.15,19934.2,35,4,5.74,16.13,11.43,69.77,15.09,1.04,17017.02,2917.19,20,10,0,-4.7,12.65,16.41,1,1,17.4,Low
PRJ-00491,Infrastructure Project 00491,Ministry of Jal Shakti,Mining,Rajasthan,Infrastructure Development Authority,24932.45,26214.49,9698.57,47,34,0.0,85.29,72.34,37.93,77.69,7.6,9593.21,105.36,21,21,1,-12.95,5.14,0.0,0,0,13.89,Low
PRJ-00492,Infrastructure Project 00492,Ministry of Housing,Water & Sanitation,Madhya Pradesh,Public Sector Undertaking,27758.94,28717.68,12458.22,97,96,0.0,91.47,98.97,41.22,84.21,7.26,11779.52,678.7,24,3,2,7.5,3.45,0.0,0,0,23.52,Low
PRJ-00493,Infrastructure Project 00493,Ministry of Road Transport,Social Infrastructure,West Bengal,State Government Agency,22878.92,34592.32,9109.02,50,9,15.74,2.41,18.0,25.46,0.4,2.01,8603.03,505.99,13,5,0,15.59,51.2,31.47,1,1,57.74,High
PRJ-00494,Infrastructure Project 00494,Ministry of Power,Water & Sanitation,Rajasthan,Central Government Agency,25327.13,28288.8,11009.01,56,34,5.11,69.58,60.71,37.97,62.3,7.28,10469.44,539.56,22,18,1,-8.87,11.69,9.12,1,0,9.06,Low
PRJ-00495,Infrastructure Project 00495,Ministry of Railways,Social Infrastructure,Tamil Nadu,Infrastructure Development Authority,12687.93,16027.9,929.1,65,44,0.1,68.5,67.69,13.68,66.07,2.43,858.1,71.0,23,19,0,-0.81,26.32,0.15,1,0,23.88,Low
PRJ-00496,Infrastructure Project 00496,Ministry of Road Transport,Social Infrastructure,Bihar,Central Government Agency,30129.0,30594.19,20291.47,108,107,5.03,100.0,99.07,56.76,96.46,3.54,18322.34,1969.12,28,24,0,-0.93,1.54,4.66,0,0,9.66,Low
PRJ-00497,Infrastructure Project 00497,Ministry of Coal,Transport & Logistics,West Bengal,State Government Agency,27278.37,33672.54,13328.16,87,32,9.02,44.01,36.78,38.05,41.59,2.42,11737.37,1590.8,16,5,2,-7.23,23.44,10.37,1,1,29.68,Low
PRJ-00498,Infrastructure Project 00498,Ministry of Power,Steel,Rajasthan,Infrastructure Development Authority,47984.69,52193.63,15600.5,81,5,14.49,11.0,6.17,33.96,7.26,3.74,15302.62,297.87,13,12,0,-4.83,8.77,17.89,0,1,7.59,Low
PRJ-00499,Infrastructure Project 00499,Ministry of Housing,Coal,Andhra Pradesh,Infrastructure Development Authority,19003.0,19490.68,9100.57,64,11,13.69,22.26,17.19,44.05,20.72,1.54,8793.6,306.97,17,1,1,-5.07,2.57,21.39,0,1,7.34,Low
PRJ-00500,Infrastructure Project 00500,Ministry of Coal,Water & Sanitation,Tamil Nadu,Infrastructure Development Authority,32692.75,36399.1,2107.09,75,47,0.0,62.0,62.67,15.91,56.88,5.12,1950.47,156.63,25,5,2,0.67,11.34,0.0,1,0,21.21,Low
PRJ-00501,Infrastructure Project 00501,Ministry of Coal,Social Infrastructure,Andhra Pradesh,Infrastructure Development Authority,9316.08,10702.88,3408.15,73,81,2.59,100.0,100.0,32.38,93.98,6.02,3336.54,71.6,18,13,0,0.0,14.89,3.55,1,0,20.07,Low
PRJ-00502,Infrastructure Project 00502,Ministry of Coal,Energy,Rajasthan,Infrastructure Development Authority,25638.09,28989.43,22386.24,38,9,7.2,23.69,23.68,90.49,17.75,5.94,21647.89,738.35,26,11,0,-0.01,13.07,18.96,1,1,22.72,Low
PRJ-00503,Infrastructure Project 00503,Ministry of Communications,Communication,Telangana,Infrastructure Development Authority,34726.84,38234.21,16748.28,80,18,0.0,24.51,22.5,36.74,17.35,7.16,15500.39,1247.89,26,1,3,-2.01,10.1,0.0,1,0,7.06,Low
PRJ-00504,Infrastructure Project 00504,Ministry of Power,Steel,Rajasthan,Infrastructure Development Authority,27115.98,36276.45,16686.43,100,29,17.18,12.27,29.0,43.25,12.16,0.11,14754.63,1931.8,27,23,1,16.73,33.78,17.18,1,1,38.24,Medium
PRJ-00505,Infrastructure Project 00505,Ministry of Housing,Communication,Madhya Pradesh,Infrastructure Development Authority,9531.77,11943.44,4795.99,109,100,6.84,87.69,91.74,43.38,80.67,7.03,4744.59,51.4,22,21,0,4.05,25.3,6.27,1,0,19.89,Low
PRJ-00506,Infrastructure Project 00506,Ministry of Railways,Social Infrastructure,Rajasthan,Public Sector Undertaking,6797.6,7964.88,996.63,70,52,3.41,75.69,74.29,3.18,68.09,7.6,947.43,49.2,18,3,0,-1.4,17.17,4.88,1,0,24.22,Low
PRJ-00507,Infrastructure Project 00507,Ministry of Coal,Coal,Andhra Pradesh,Infrastructure Development Authority,13502.07,15744.19,7750.3,39,7,0.0,20.42,17.95,56.74,19.26,1.16,7178.24,572.06,22,18,0,-2.47,16.61,0.0,1,0,11.29,Low
PRJ-00508,Infrastructure Project 00508,Ministry of Coal,Social Infrastructure,West Bengal,Infrastructure Development Authority,2367.19,2718.24,515.81,44,24,0.0,63.89,54.55,18.92,63.53,0.36,501.42,14.39,24,20,1,-9.34,14.83,0.0,1,0,5.59,Low
PRJ-00509,Infrastructure Project 00509,Ministry of Communications,Energy,Gujarat,Central Government Agency,37026.53,42379.95,9741.04,119,123,13.08,96.62,100.0,28.23,90.27,6.35,9445.21,295.84,16,14,1,3.38,14.46,10.99,1,1,17.55,Low
PRJ-00510,Infrastructure Project 00510,Ministry of Railways,Social Infrastructure,Tamil Nadu,Infrastructure Development Authority,35382.25,39247.93,12777.19,86,75,8.87,78.6,87.21,23.83,72.49,6.11,12591.37,185.81,15,9,1,8.61,10.93,10.32,1,1,17.94,Low
PRJ-00511,Infrastructure Project 00511,Ministry of Jal Shakti,Energy,West Bengal,Infrastructure Development Authority,3479.83,3942.72,2229.58,48,37,0.0,70.24,77.08,61.15,69.16,1.08,2093.13,136.45,27,7,2,6.84,13.3,0.0,1,0,21.49,Low
PRJ-00512,Infrastructure Project 00512,Ministry of Housing,Energy,Uttar Pradesh,State Government Agency,32810.33,33505.09,7026.65,38,5,0.53,17.23,13.16,27.88,16.92,0.31,6603.27,423.38,20,13,1,-4.07,2.12,1.39,0,0,5.94,Low
PRJ-00513,Infrastructure Project 00513,Ministry of Road Transport,Energy,Telangana,State Government Agency,27569.43,31887.06,23464.49,98,106,0.0,100.0,100.0,76.33,97.28,2.72,23083.85,380.64,9,2,1,0.0,15.66,0.0,1,0,12.59,Low
PRJ-00514,Infrastructure Project 00514,Ministry of Power,Mining,Rajasthan,Central Government Agency,48480.9,48964.63,13450.91,33,7,0.0,6.47,21.21,34.74,2.36,4.11,12049.58,1401.33,16,2,2,14.74,1.0,0.0,0,0,8.88,Low
PRJ-00515,Infrastructure Project 00515,Ministry of Power,Social Infrastructure,Telangana,Infrastructure Development Authority,40988.64,47763.96,7273.64,80,21,26.64,16.28,26.25,2.68,9.54,6.74,7022.7,250.94,27,8,2,9.97,16.53,33.3,1,1,36.32,Medium
PRJ-00516,Infrastructure Project 00516,Ministry of Housing,Water & Sanitation,Madhya Pradesh,Public Sector Undertaking,14802.05,15869.06,8956.66,38,18,5.0,42.63,47.37,52.66,42.37,0.26,8558.03,398.64,24,2,0,4.74,7.21,13.16,0,1,12.63,Low
PRJ-00517,Infrastructure Project 00517,Ministry of Railways,Social Infrastructure,Gujarat,Central Government Agency,45235.6,49223.3,15829.97,90,13,8.69,5.17,14.44,40.24,0.71,4.46,13804.63,2025.34,29,24,0,9.27,8.82,9.66,0,0,15.73,Low
PRJ-00518,Infrastructure Project 00518,Ministry of Jal Shakti,Coal,Odisha,Infrastructure Development Authority,24345.81,29672.32,17091.12,97,88,12.93,83.16,90.72,55.82,75.66,7.5,15202.57,1888.54,23,3,0,7.56,21.88,13.33,1,1,33.91,Low
PRJ-00519,Infrastructure Project 00519,Ministry of Coal,Water & Sanitation,Madhya Pradesh,Public Sector Undertaking,34676.78,37942.76,3044.01,50,59,8.79,100.0,100.0,13.78,93.96,6.04,2700.21,343.79,23,3,1,0.0,9.42,17.59,0,1,22.92,Low
